validation_fold,fraction,seed,station_code,source_fold
fold1_iberia,1.0,,NL00538,fold2_france
fold1_iberia,1.0,,NL00551,fold2_france
fold1_iberia,1.0,,NL00553,fold2_france
fold1_iberia,1.0,,NL00556,fold2_france
fold1_iberia,1.0,,NL00561,fold2_france
fold1_iberia,1.0,,NL00570,fold2_france
fold1_iberia,1.0,,NL00572,fold2_france
fold1_iberia,1.0,,NL00573,fold2_france
fold1_iberia,1.0,,NL00636,fold2_france
fold1_iberia,1.0,,NL00641,fold2_france
fold1_iberia,1.0,,NL00643,fold2_france
fold1_iberia,1.0,,NL00644,fold2_france
fold1_iberia,1.0,,NL00701,fold2_france
fold1_iberia,1.0,,NL00703,fold2_france
fold1_iberia,1.0,,NL00704,fold2_france
fold1_iberia,1.0,,NL00738,fold2_france
fold1_iberia,1.0,,NL00741,fold2_france
fold1_iberia,1.0,,NL00742,fold2_france
fold1_iberia,1.0,,NL00821,fold2_france
fold1_iberia,1.0,,NL00934,fold2_france
fold1_iberia,1.0,,NL00937,fold2_france
fold1_iberia,1.0,,NL00938,fold2_france
fold1_iberia,1.0,,NL01497,fold2_france
fold1_iberia,1.0,,NL01912,fold2_france
fold1_iberia,1.0,,NL01913,fold2_france
fold1_iberia,1.0,,NL10248,fold2_france
fold1_iberia,1.0,,NL49557,fold2_france
fold1_iberia,1.0,,NO0011A,fold5_north
fold1_iberia,1.0,,NO0057A,fold5_north
fold1_iberia,1.0,,NO0059A,fold5_north
fold1_iberia,1.0,,NO0060A,fold5_north
fold1_iberia,1.0,,NO0061A,fold5_north
fold1_iberia,1.0,,NO0063A,fold5_north
fold1_iberia,1.0,,NO0065A,fold5_north
fold1_iberia,1.0,,NO0071A,fold5_north
fold1_iberia,1.0,,NO0073A,fold5_north
fold1_iberia,1.0,,NO0074A,fold5_north
fold1_iberia,1.0,,NO0075A,fold5_north
fold1_iberia,1.0,,NO0076A,fold5_north
fold1_iberia,1.0,,NO0083A,fold5_north
fold1_iberia,1.0,,NO0084A,fold5_north
fold1_iberia,1.0,,NO0093A,fold5_north
fold1_iberia,1.0,,NO0095A,fold5_north
fold1_iberia,1.0,,NO0103A,fold5_north
fold1_iberia,1.0,,NO0108A,fold5_north
fold1_iberia,1.0,,NO0109A,fold5_north
fold1_iberia,1.0,,NO0110A,fold5_north
fold1_iberia,1.0,,NO0112A,fold5_north
fold1_iberia,1.0,,NO0114A,fold5_north
fold1_iberia,1.0,,NO0115A,fold5_north
fold1_iberia,1.0,,NO0118A,fold5_north
fold1_iberia,1.0,,NO0119A,fold5_north
fold1_iberia,1.0,,NO0120A,fold5_north
fold1_iberia,1.0,,NO0121A,fold5_north
fold1_iberia,1.0,,NO0122A,fold5_north
fold1_iberia,1.0,,NO0123A,fold5_north
fold1_iberia,1.0,,NO0125A,fold5_north
fold1_iberia,1.0,,NO0126A,fold5_north
fold1_iberia,1.0,,NO0127A,fold5_north
fold1_iberia,1.0,,NO0128A,fold5_north
fold1_iberia,1.0,,NO0129A,fold5_north
fold1_iberia,1.0,,NO0130A,fold5_north
fold1_iberia,1.0,,NO0135A,fold5_north
fold1_iberia,1.0,,NO0136A,fold5_north
fold1_iberia,1.0,,NO0140A,fold5_north
fold1_iberia,1.0,,NO0141A,fold5_north
fold1_iberia,1.0,,NO0143A,fold5_north
fold1_iberia,1.0,,NO0148A,fold5_north
fold1_iberia,1.0,,NO0150A,fold5_north
fold1_iberia,1.0,,NO0151A,fold5_north
fold1_iberia,1.0,,NO0152A,fold5_north
fold1_iberia,1.0,,PL0005R,fold8_poland
fold1_iberia,1.0,,PL0008A,fold8_poland
fold1_iberia,1.0,,PL0012A,fold8_poland
fold1_iberia,1.0,,PL0039A,fold8_poland
fold1_iberia,1.0,,PL0047A,fold8_poland
fold1_iberia,1.0,,PL0048A,fold8_poland
fold1_iberia,1.0,,PL0052A,fold8_poland
fold1_iberia,1.0,,PL0064A,fold8_poland
fold1_iberia,1.0,,PL0071A,fold8_poland
fold1_iberia,1.0,,PL0072A,fold8_poland
fold1_iberia,1.0,,PL0077A,fold8_poland
fold1_iberia,1.0,,PL0079A,fold8_poland
fold1_iberia,1.0,,PL0085A,fold8_poland
fold1_iberia,1.0,,PL0091A,fold8_poland
fold1_iberia,1.0,,PL0096A,fold8_poland
fold1_iberia,1.0,,PL0100A,fold8_poland
fold1_iberia,1.0,,PL0115A,fold8_poland
fold1_iberia,1.0,,PL0126A,fold8_poland
fold1_iberia,1.0,,PL0129A,fold8_poland
fold1_iberia,1.0,,PL0134A,fold8_poland
fold1_iberia,1.0,,PL0136A,fold8_poland
fold1_iberia,1.0,,PL0138A,fold8_poland
fold1_iberia,1.0,,PL0140A,fold8_poland
fold1_iberia,1.0,,PL0141A,fold8_poland
fold1_iberia,1.0,,PL0143A,fold8_poland
fold1_iberia,1.0,,PL0144A,fold8_poland
fold1_iberia,1.0,,PL0150A,fold8_poland
fold1_iberia,1.0,,PL0175A,fold8_poland
fold1_iberia,1.0,,PL0192A,fold8_poland
fold1_iberia,1.0,,PL0194A,fold8_poland
fold1_iberia,1.0,,PL0197A,fold8_poland
fold1_iberia,1.0,,PL0198A,fold8_poland
fold1_iberia,1.0,,PL0205A,fold8_poland
fold1_iberia,1.0,,PL0209A,fold8_poland
fold1_iberia,1.0,,PL0212A,fold8_poland
fold1_iberia,1.0,,PL0213A,fold8_poland
fold1_iberia,1.0,,PL0218A,fold8_poland
fold1_iberia,1.0,,PL0238A,fold8_poland
fold1_iberia,1.0,,PL0243A,fold8_poland
fold1_iberia,1.0,,PL0245A,fold8_poland
fold1_iberia,1.0,,PL0248A,fold8_poland
fold1_iberia,1.0,,PL0249A,fold8_poland
fold1_iberia,1.0,,PL0252A,fold8_poland
fold1_iberia,1.0,,PL0276A,fold8_poland
fold1_iberia,1.0,,PL0294A,fold8_poland
fold1_iberia,1.0,,PL0295A,fold8_poland
fold1_iberia,1.0,,PL0308A,fold8_poland
fold1_iberia,1.0,,PL0398A,fold8_poland
fold1_iberia,1.0,,PL0413A,fold8_poland
fold1_iberia,1.0,,PL0490A,fold8_poland
fold1_iberia,1.0,,PL0491A,fold8_poland
fold1_iberia,1.0,,PL0492A,fold8_poland
fold1_iberia,1.0,,PL0493A,fold8_poland
fold1_iberia,1.0,,PL0494A,fold8_poland
fold1_iberia,1.0,,PL0495A,fold8_poland
fold1_iberia,1.0,,PL0496A,fold8_poland
fold1_iberia,1.0,,PL0497A,fold8_poland
fold1_iberia,1.0,,PL0499A,fold8_poland
fold1_iberia,1.0,,PL0500A,fold8_poland
fold1_iberia,1.0,,PL0501A,fold8_poland
fold1_iberia,1.0,,PL0502A,fold8_poland
fold1_iberia,1.0,,PL0503A,fold8_poland
fold1_iberia,1.0,,PL0504A,fold8_poland
fold1_iberia,1.0,,PL0505A,fold8_poland
fold1_iberia,1.0,,PL0507A,fold8_poland
fold1_iberia,1.0,,PL0509A,fold8_poland
fold1_iberia,1.0,,PL0517A,fold8_poland
fold1_iberia,1.0,,PL0518A,fold8_poland
fold1_iberia,1.0,,PL0523A,fold8_poland
fold1_iberia,1.0,,PL0527A,fold8_poland
fold1_iberia,1.0,,PL0534A,fold8_poland
fold1_iberia,1.0,,PL0535A,fold8_poland
fold1_iberia,1.0,,PL0539A,fold8_poland
fold1_iberia,1.0,,PL0542A,fold8_poland
fold1_iberia,1.0,,PL0544A,fold8_poland
fold1_iberia,1.0,,PL0549A,fold8_poland
fold1_iberia,1.0,,PL0550A,fold8_poland
fold1_iberia,1.0,,PL0552A,fold8_poland
fold1_iberia,1.0,,PL0554A,fold8_poland
fold1_iberia,1.0,,PL0558A,fold8_poland
fold1_iberia,1.0,,PL0565A,fold8_poland
fold1_iberia,1.0,,PL0566A,fold8_poland
fold1_iberia,1.0,,PL0567A,fold8_poland
fold1_iberia,1.0,,PL0585A,fold8_poland
fold1_iberia,1.0,,PL0591A,fold8_poland
fold1_iberia,1.0,,PL0594A,fold8_poland
fold1_iberia,1.0,,PL0621A,fold8_poland
fold1_iberia,1.0,,PL0624A,fold8_poland
fold1_iberia,1.0,,PL0647A,fold8_poland
fold1_iberia,1.0,,PL0653A,fold8_poland
fold1_iberia,1.0,,PL0674A,fold8_poland
fold1_iberia,1.0,,PL0677A,fold8_poland
fold1_iberia,1.0,,PL0678A,fold8_poland
fold1_iberia,1.0,,PL0681A,fold8_poland
fold1_iberia,1.0,,PL0682A,fold8_poland
fold1_iberia,1.0,,PL0683A,fold8_poland
fold1_iberia,1.0,,PL0684A,fold8_poland
fold1_iberia,1.0,,PL0690A,fold8_poland
fold1_iberia,1.0,,PL0702A,fold8_poland
fold1_iberia,1.0,,PL0705A,fold8_poland
fold1_iberia,1.0,,PL0706A,fold8_poland
fold1_iberia,1.0,,PL0709A,fold8_poland
fold1_iberia,1.0,,PL0712A,fold8_poland
fold1_iberia,1.0,,PL0717A,fold8_poland
fold1_iberia,1.0,,PL0721A,fold8_poland
fold1_iberia,1.0,,PL0736A,fold8_poland
fold1_iberia,1.0,,PL0738A,fold8_poland
fold1_iberia,1.0,,PL0739A,fold8_poland
fold1_iberia,1.0,,PL0742A,fold8_poland
fold1_iberia,1.0,,PL0744A,fold8_poland
fold1_iberia,1.0,,PL0759A,fold8_poland
fold1_iberia,1.0,,PL0763A,fold8_poland
fold1_iberia,1.0,,PL0764A,fold8_poland
fold1_iberia,1.0,,PL0767A,fold8_poland
fold1_iberia,1.0,,PL0768A,fold8_poland
fold1_iberia,1.0,,PL0769A,fold8_poland
fold1_iberia,1.0,,PL0773A,fold8_poland
fold1_iberia,1.0,,PL0783A,fold8_poland
fold1_iberia,1.0,,PL0790A,fold8_poland
fold1_iberia,1.0,,PL0800A,fold8_poland
fold1_iberia,1.0,,PL0816A,fold8_poland
fold1_iberia,1.0,,PL0817A,fold8_poland
fold1_iberia,1.0,,PL0821A,fold8_poland
fold1_iberia,1.0,,PL0822A,fold8_poland
fold1_iberia,1.0,,PL0824A,fold8_poland
fold1_iberia,1.0,,PL0825A,fold8_poland
fold1_iberia,1.0,,PL0828A,fold8_poland
fold1_iberia,1.0,,PL0836A,fold8_poland
fold1_iberia,1.0,,PL0837A,fold8_poland
fold1_iberia,1.0,,PL0839A,fold8_poland
fold1_iberia,1.0,,PL0841A,fold8_poland
fold1_iberia,1.0,,PL0842A,fold8_poland
fold1_iberia,1.0,,PL0843A,fold8_poland
fold1_iberia,1.0,,PL0844A,fold8_poland
fold1_iberia,1.0,,PL0846A,fold8_poland
fold1_iberia,1.0,,PL0848A,fold8_poland
fold1_iberia,1.0,,PL0849A,fold8_poland
fold1_iberia,1.0,,RO0065A,fold6_balkan_e
fold1_iberia,1.0,,RO0069A,fold6_balkan_e
fold1_iberia,1.0,,RO0070A,fold6_balkan_e
fold1_iberia,1.0,,RO0071A,fold6_balkan_e
fold1_iberia,1.0,,RO0072A,fold6_balkan_e
fold1_iberia,1.0,,RO0074A,fold6_balkan_e
fold1_iberia,1.0,,RO0077A,fold6_balkan_e
fold1_iberia,1.0,,RO0079A,fold6_balkan_e
fold1_iberia,1.0,,RO0084A,fold6_balkan_e
fold1_iberia,1.0,,RO0087A,fold6_balkan_e
fold1_iberia,1.0,,RO0092A,fold6_balkan_e
fold1_iberia,1.0,,RO0111A,fold6_balkan_e
fold1_iberia,1.0,,RO0112A,fold6_balkan_e
fold1_iberia,1.0,,RO0119A,fold6_balkan_e
fold1_iberia,1.0,,RO0126A,fold6_balkan_e
fold1_iberia,1.0,,RO0142A,fold6_balkan_e
fold1_iberia,1.0,,RO0154A,fold6_balkan_e
fold1_iberia,1.0,,RO0159A,fold6_balkan_e
fold1_iberia,1.0,,RO0176A,fold6_balkan_e
fold1_iberia,1.0,,RO0205A,fold6_balkan_e
fold1_iberia,1.0,,RO0211A,fold6_balkan_e
fold1_iberia,1.0,,RO0219A,fold6_balkan_e
fold1_iberia,1.0,,RO0220A,fold6_balkan_e
fold1_iberia,1.0,,RO0222A,fold6_balkan_e
fold1_iberia,1.0,,RO0223A,fold6_balkan_e
fold1_iberia,1.0,,RO0226A,fold6_balkan_e
fold1_iberia,1.0,,RO0227A,fold6_balkan_e
fold1_iberia,1.0,,RO0229A,fold6_balkan_e
fold1_iberia,1.0,,RO0230A,fold6_balkan_e
fold1_iberia,1.0,,RO0231A,fold6_balkan_e
fold1_iberia,1.0,,RO0233A,fold6_balkan_e
fold1_iberia,1.0,,RO0234A,fold6_balkan_e
fold1_iberia,1.0,,RO0235A,fold6_balkan_e
fold1_iberia,1.0,,RO0236A,fold6_balkan_e
fold1_iberia,1.0,,RO0237A,fold6_balkan_e
fold1_iberia,1.0,,RO0238A,fold6_balkan_e
fold1_iberia,1.0,,RO0239A,fold6_balkan_e
fold1_iberia,1.0,,RO0241A,fold6_balkan_e
fold1_iberia,1.0,,RO0242A,fold6_balkan_e
fold1_iberia,1.0,,RO0243A,fold6_balkan_e
fold1_iberia,1.0,,RO0244A,fold6_balkan_e
fold1_iberia,1.0,,RO0245A,fold6_balkan_e
fold1_iberia,1.0,,RO0246A,fold6_balkan_e
fold1_iberia,1.0,,RO0247A,fold6_balkan_e
fold1_iberia,1.0,,RO0248A,fold6_balkan_e
fold1_iberia,1.0,,RO0249A,fold6_balkan_e
fold1_iberia,1.0,,RO0250A,fold6_balkan_e
fold1_iberia,1.0,,RO0251A,fold6_balkan_e
fold1_iberia,1.0,,RO0252A,fold6_balkan_e
fold1_iberia,1.0,,RO0253A,fold6_balkan_e
fold1_iberia,1.0,,RO0255A,fold6_balkan_e
fold1_iberia,1.0,,RO0257A,fold6_balkan_e
fold1_iberia,1.0,,RO0258A,fold6_balkan_e
fold1_iberia,1.0,,RO0262A,fold6_balkan_e
fold1_iberia,1.0,,RO0263A,fold6_balkan_e
fold1_iberia,1.0,,RS0028A,fold6_balkan_e
fold1_iberia,1.0,,RS0029A,fold6_balkan_e
fold1_iberia,1.0,,RS0030A,fold6_balkan_e
fold1_iberia,1.0,,RS0032A,fold6_balkan_e
fold1_iberia,1.0,,RS0033A,fold6_balkan_e
fold1_iberia,1.0,,RS0049A,fold6_balkan_e
fold1_iberia,1.0,,RS0050A,fold6_balkan_e
fold1_iberia,1.0,,RS0051A,fold6_balkan_e
fold1_iberia,1.0,,RS0052A,fold6_balkan_e
fold1_iberia,1.0,,RS0053A,fold6_balkan_e
fold1_iberia,1.0,,RS0054A,fold6_balkan_e
fold1_iberia,1.0,,RS0055A,fold6_balkan_e
fold1_iberia,1.0,,SE0001A,fold5_north
fold1_iberia,1.0,,SE0003A,fold5_north
fold1_iberia,1.0,,SE0004A,fold5_north
fold1_iberia,1.0,,SE0005R,fold5_north
fold1_iberia,1.0,,SE0022A,fold5_north
fold1_iberia,1.0,,SE0058A,fold5_north
fold1_iberia,1.0,,SE0059A,fold5_north
fold1_iberia,1.0,,SE0066A,fold5_north
fold1_iberia,1.0,,SE0071A,fold5_north
fold1_iberia,1.0,,SE0085A,fold5_north
fold1_iberia,1.0,,SE0095A,fold5_north
fold1_iberia,1.0,,SE0117A,fold5_north
fold1_iberia,1.0,,SE09569,fold5_north
fold1_iberia,1.0,,SE156417,fold5_north
fold1_iberia,1.0,,SE157992,fold5_north
fold1_iberia,1.0,,SE159388,fold5_north
fold1_iberia,1.0,,SE159402,fold5_north
fold1_iberia,1.0,,SE159404,fold5_north
fold1_iberia,1.0,,SE165095,fold5_north
fold1_iberia,1.0,,SE181002,fold5_north
fold1_iberia,1.0,,SE181259,fold5_north
fold1_iberia,1.0,,SE181993,fold5_north
fold1_iberia,1.0,,SE274590,fold5_north
fold1_iberia,1.0,,SE274652,fold5_north
fold1_iberia,1.0,,SE301111,fold5_north
fold1_iberia,1.0,,SE301113,fold5_north
fold1_iberia,1.0,,SE301757,fold5_north
fold1_iberia,1.0,,SE313381,fold5_north
fold1_iberia,1.0,,SE338683,fold5_north
fold1_iberia,1.0,,SE338685,fold5_north
fold1_iberia,1.0,,SE343956,fold5_north
fold1_iberia,1.0,,SE344172,fold5_north
fold1_iberia,1.0,,SE363072,fold5_north
fold1_iberia,1.0,,SE363816,fold5_north
fold1_iberia,1.0,,SE37479,fold5_north
fold1_iberia,1.0,,SE37658,fold5_north
fold1_iberia,1.0,,SE38350,fold5_north
fold1_iberia,1.0,,SE429526,fold5_north
fold1_iberia,1.0,,SI0001A,fold6_balkan_e
fold1_iberia,1.0,,SI0002A,fold6_balkan_e
fold1_iberia,1.0,,SI0003A,fold6_balkan_e
fold1_iberia,1.0,,SI0008R,fold6_balkan_e
fold1_iberia,1.0,,SI0033A,fold6_balkan_e
fold1_iberia,1.0,,SI0034A,fold6_balkan_e
fold1_iberia,1.0,,SI0036A,fold6_balkan_e
fold1_iberia,1.0,,SI0037A,fold6_balkan_e
fold1_iberia,1.0,,SI0038A,fold6_balkan_e
fold1_iberia,1.0,,SI0059A,fold6_balkan_e
fold1_iberia,1.0,,SI0061A,fold6_balkan_e
fold1_iberia,1.0,,SI0071A,fold6_balkan_e
fold1_iberia,1.0,,SI0072A,fold6_balkan_e
fold1_iberia,1.0,,SI0073A,fold6_balkan_e
fold1_iberia,1.0,,SI0074A,fold6_balkan_e
fold1_iberia,1.0,,SI0075A,fold6_balkan_e
fold1_iberia,1.0,,SI0076A,fold6_balkan_e
fold1_iberia,1.0,,SI0077A,fold6_balkan_e
fold1_iberia,1.0,,SK0001A,fold8_poland
fold1_iberia,1.0,,SK0002A,fold8_poland
fold1_iberia,1.0,,SK0004A,fold8_poland
fold1_iberia,1.0,,SK0004R,fold8_poland
fold1_iberia,1.0,,SK0007R,fold8_poland
fold1_iberia,1.0,,SK0008A,fold8_poland
fold1_iberia,1.0,,SK0013A,fold8_poland
fold1_iberia,1.0,,SK0018A,fold8_poland
fold1_iberia,1.0,,SK0020A,fold8_poland
fold1_iberia,1.0,,SK0021A,fold8_poland
fold1_iberia,1.0,,SK0022A,fold8_poland
fold1_iberia,1.0,,SK0025A,fold8_poland
fold1_iberia,1.0,,SK0027A,fold8_poland
fold1_iberia,1.0,,SK0030A,fold8_poland
fold1_iberia,1.0,,SK0031A,fold8_poland
fold1_iberia,1.0,,SK0037A,fold8_poland
fold1_iberia,1.0,,SK0039A,fold8_poland
fold1_iberia,1.0,,SK0045A,fold8_poland
fold1_iberia,1.0,,SK0047A,fold8_poland
fold1_iberia,1.0,,SK0048A,fold8_poland
fold1_iberia,1.0,,SK0050A,fold8_poland
fold1_iberia,1.0,,SK0061A,fold8_poland
fold1_iberia,1.0,,SK0063A,fold8_poland
fold1_iberia,1.0,,SK0064A,fold8_poland
fold1_iberia,1.0,,SK0066A,fold8_poland
fold1_iberia,1.0,,SK0067A,fold8_poland
fold1_iberia,1.0,,SK0068A,fold8_poland
fold1_iberia,1.0,,SK0069A,fold8_poland
fold1_iberia,1.0,,SK0070A,fold8_poland
fold1_iberia,1.0,,SK0071A,fold8_poland
fold1_iberia,1.0,,SK0072A,fold8_poland
fold1_iberia,1.0,,SK0073A,fold8_poland
fold1_iberia,1.0,,SK0074A,fold8_poland
fold1_iberia,1.0,,SK0075A,fold8_poland
fold1_iberia,1.0,,SK0077A,fold8_poland
fold1_iberia,1.0,,SK0078A,fold8_poland
fold1_iberia,1.0,,SK0134A,fold8_poland
fold1_iberia,1.0,,SK0214A,fold8_poland
fold1_iberia,1.0,,SK0262A,fold8_poland
fold1_iberia,1.0,,SK0263A,fold8_poland
fold1_iberia,1.0,,SK0264A,fold8_poland
fold1_iberia,1.0,,SK0265A,fold8_poland
fold1_iberia,1.0,,SK0266A,fold8_poland
fold1_iberia,1.0,,SK0267A,fold8_poland
fold1_iberia,1.0,,SK0268A,fold8_poland
fold1_iberia,1.0,,SK0269A,fold8_poland
fold1_iberia,1.0,,SK0406A,fold8_poland
fold1_iberia,1.0,,TR0002A,fold7_balkan_s
fold1_iberia,1.0,,TR0010A,fold7_balkan_s
fold1_iberia,1.0,,TR0011A,fold7_balkan_s
fold1_iberia,1.0,,TR0015A,fold7_balkan_s
fold1_iberia,1.0,,TR0022A,fold7_balkan_s
fold1_iberia,1.0,,TR0023A,fold7_balkan_s
fold1_iberia,1.0,,TR0026A,fold7_balkan_s
fold1_iberia,1.0,,TR0030A,fold7_balkan_s
fold1_iberia,1.0,,TR0031A,fold7_balkan_s
fold1_iberia,1.0,,TR0032A,fold7_balkan_s
fold1_iberia,1.0,,TR0033A,fold7_balkan_s
fold1_iberia,1.0,,TR0038A,fold7_balkan_s
fold1_iberia,1.0,,TR0039A,fold7_balkan_s
fold1_iberia,1.0,,TR0049A,fold7_balkan_s
fold1_iberia,1.0,,TR0052A,fold7_balkan_s
fold1_iberia,1.0,,TR0053A,fold7_balkan_s
fold1_iberia,1.0,,TR0054A,fold7_balkan_s
fold1_iberia,1.0,,TR0055A,fold7_balkan_s
fold1_iberia,1.0,,TR0056A,fold7_balkan_s
fold1_iberia,1.0,,TR0057A,fold7_balkan_s
fold1_iberia,1.0,,TR0059A,fold7_balkan_s
fold1_iberia,1.0,,TR0060A,fold7_balkan_s
fold1_iberia,1.0,,TR0070A,fold7_balkan_s
fold1_iberia,1.0,,TR0072A,fold7_balkan_s
fold1_iberia,1.0,,TR0074A,fold7_balkan_s
fold1_iberia,1.0,,TR0075A,fold7_balkan_s
fold1_iberia,1.0,,TR0079A,fold7_balkan_s
fold1_iberia,1.0,,TR0080A,fold7_balkan_s
fold1_iberia,1.0,,TR0081A,fold7_balkan_s
fold1_iberia,1.0,,TR0083A,fold7_balkan_s
fold1_iberia,1.0,,TR0099A,fold7_balkan_s
fold1_iberia,1.0,,TR010641,fold7_balkan_s
fold1_iberia,1.0,,TR0106A,fold7_balkan_s
fold1_iberia,1.0,,TR0114A,fold7_balkan_s
fold1_iberia,1.0,,TR0115A,fold7_balkan_s
fold1_iberia,1.0,,TR050431,fold7_balkan_s
fold1_iberia,1.0,,TR061141,fold7_balkan_s
fold1_iberia,1.0,,TR061421,fold7_balkan_s
fold1_iberia,1.0,,TR061622,fold7_balkan_s
fold1_iberia,1.0,,TR061721,fold7_balkan_s
fold1_iberia,1.0,,TR061842,fold7_balkan_s
fold1_iberia,1.0,,TR061941,fold7_balkan_s
fold1_iberia,1.0,,TR062041,fold7_balkan_s
fold1_iberia,1.0,,TR062131,fold7_balkan_s
fold1_iberia,1.0,,TR110241,fold7_balkan_s
fold1_iberia,1.0,,TR140213,fold7_balkan_s
fold1_iberia,1.0,,TR140331,fold7_balkan_s
fold1_iberia,1.0,,TR140441,fold7_balkan_s
fold1_iberia,1.0,,TR160512,fold7_balkan_s
fold1_iberia,1.0,,TR160613,fold7_balkan_s
fold1_iberia,1.0,,TR170313,fold7_balkan_s
fold1_iberia,1.0,,TR190231,fold7_balkan_s
fold1_iberia,1.0,,TR190321,fold7_balkan_s
fold1_iberia,1.0,,TR220213,fold7_balkan_s
fold1_iberia,1.0,,TR220341,fold7_balkan_s
fold1_iberia,1.0,,TR240231,fold7_balkan_s
fold1_iberia,1.0,,TR250531,fold7_balkan_s
fold1_iberia,1.0,,TR260231,fold7_balkan_s
fold1_iberia,1.0,,TR260322,fold7_balkan_s
fold1_iberia,1.0,,TR260441,fold7_balkan_s
fold1_iberia,1.0,,TR260541,fold7_balkan_s
fold1_iberia,1.0,,TR280241,fold7_balkan_s
fold1_iberia,1.0,,TR340341,fold7_balkan_s
fold1_iberia,1.0,,TR340611,fold7_balkan_s
fold1_iberia,1.0,,TR340841,fold7_balkan_s
fold1_iberia,1.0,,TR341131,fold7_balkan_s
fold1_iberia,1.0,,TR342141,fold7_balkan_s
fold1_iberia,1.0,,TR342841,fold7_balkan_s
fold1_iberia,1.0,,TR342931,fold7_balkan_s
fold1_iberia,1.0,,TR343041,fold7_balkan_s
fold1_iberia,1.0,,TR343131,fold7_balkan_s
fold1_iberia,1.0,,TR343241,fold7_balkan_s
fold1_iberia,1.0,,TR343611,fold7_balkan_s
fold1_iberia,1.0,,TR343741,fold7_balkan_s
fold1_iberia,1.0,,TR343941,fold7_balkan_s
fold1_iberia,1.0,,TR360231,fold7_balkan_s
fold1_iberia,1.0,,TR370213,fold7_balkan_s
fold1_iberia,1.0,,TR410741,fold7_balkan_s
fold1_iberia,1.0,,TR411021,fold7_balkan_s
fold1_iberia,1.0,,TR411322,fold7_balkan_s
fold1_iberia,1.0,,TR420831,fold7_balkan_s
fold1_iberia,1.0,,TR421113,fold7_balkan_s
fold1_iberia,1.0,,TR421341,fold7_balkan_s
fold1_iberia,1.0,,TR430131,fold7_balkan_s
fold1_iberia,1.0,,TR430241,fold7_balkan_s
fold1_iberia,1.0,,TR430341,fold7_balkan_s
fold1_iberia,1.0,,TR430441,fold7_balkan_s
fold1_iberia,1.0,,TR520341,fold7_balkan_s
fold1_iberia,1.0,,TR540331,fold7_balkan_s
fold1_iberia,1.0,,TR550241,fold7_balkan_s
fold1_iberia,1.0,,TR550631,fold7_balkan_s
fold1_iberia,1.0,,TR580141,fold7_balkan_s
fold1_iberia,1.0,,TR580231,fold7_balkan_s
fold1_iberia,1.0,,TR590341,fold7_balkan_s
fold1_iberia,1.0,,TR590522,fold7_balkan_s
fold1_iberia,1.0,,TR600331,fold7_balkan_s
fold1_iberia,1.0,,TR610431,fold7_balkan_s
fold1_iberia,1.0,,TR660241,fold7_balkan_s
fold1_iberia,1.0,,TR670241,fold7_balkan_s
fold1_iberia,1.0,,TR670322,fold7_balkan_s
fold1_iberia,1.0,,TR670441,fold7_balkan_s
fold1_iberia,1.0,,TR670831,fold7_balkan_s
fold1_iberia,1.0,,TR680241,fold7_balkan_s
fold1_iberia,1.0,,TR710231,fold7_balkan_s
fold1_iberia,1.0,,TR760213,fold7_balkan_s
fold1_iberia,1.0,,TR770212,fold7_balkan_s
fold1_iberia,1.0,,TR770313,fold7_balkan_s
fold1_iberia,1.0,,TR780121,fold7_balkan_s
fold1_iberia,1.0,,TR780341,fold7_balkan_s
fold1_iberia,1.0,,TR780521,fold7_balkan_s
fold1_iberia,1.0,,TR800341,fold7_balkan_s
fold1_iberia,1.0,,TR810231,fold7_balkan_s
fold1_iberia,1.0,,XK0001A,fold6_balkan_e
fold1_iberia,1.0,,XK0002A,fold6_balkan_e
fold1_iberia,1.0,,XK0003A,fold6_balkan_e
fold1_iberia,1.0,,XK0004A,fold6_balkan_e
fold1_iberia,1.0,,XK0005A,fold6_balkan_e
fold1_iberia,1.0,,XK0006A,fold6_balkan_e
fold1_iberia,1.0,,XK0008A,fold6_balkan_e
fold1_iberia,1.0,,XK0009A,fold6_balkan_e
fold1_iberia,1.0,,XK0010A,fold6_balkan_e
fold1_iberia,1.0,,XK0011A,fold6_balkan_e
fold1_iberia,1.0,,XK0012A,fold6_balkan_e
fold2_france,0.25,1,AT0ILL1,fold4_alpine
fold2_france,0.25,1,AT10003,fold4_alpine
fold2_france,0.25,1,AT2KA71,fold4_alpine
fold2_france,0.25,1,AT2WO15,fold4_alpine
fold2_france,0.25,1,AT30301,fold4_alpine
fold2_france,0.25,1,AT31406,fold4_alpine
fold2_france,0.25,1,AT32301,fold4_alpine
fold2_france,0.25,1,AT4S173,fold4_alpine
fold2_france,0.25,1,AT4S235,fold4_alpine
fold2_france,0.25,1,AT51000,fold4_alpine
fold2_france,0.25,1,AT55032,fold4_alpine
fold2_france,0.25,1,AT60138,fold4_alpine
fold2_france,0.25,1,AT60164,fold4_alpine
fold2_france,0.25,1,AT60176,fold4_alpine
fold2_france,0.25,1,AT60178,fold4_alpine
fold2_france,0.25,1,AT80807,fold4_alpine
fold2_france,0.25,1,AT90TAB,fold4_alpine
fold2_france,0.25,1,BA0032A,fold6_balkan_e
fold2_france,0.25,1,BA0045A,fold6_balkan_e
fold2_france,0.25,1,BG0046A,fold6_balkan_e
fold2_france,0.25,1,BG0050A,fold6_balkan_e
